Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
park,19,19,72.12,4.47,1.87,1.00
roll,19,19,63.27,4.47,2.12,1.00
run,19,19,350.55,4.47,1.90,1.00
shape,19,19,30.24,4.47,1.87,1.00
sink,1930,1929,16.92,4.47,2.04,1.00
stomachache,19,19,1.06,4.47,2.09,1.00
tongue,19,19,31.16,4.47,2.87,1.00
trash,19,19,22.47,4.47,1.78,1.00
uncle,19,19,124.06,4.47,1.87,1.00
skin,21,21,44.04,4.48,1.69,1.00
twinkle,21,21,3.08,4.48,1.94,1.00
pop,22,22,67.47,4.48,1.59,1.00
twelve,22,22,18.82,4.48,1.10,1.00
maybe,21,21,926.45,4.50,1.63,1.00
barn,18,18,13.59,4.50,1.62,1.00
bunny,22,22,18.55,4.50,2.13,1.00
close,20,20,219.43,4.50,1.82,1.00
dumb,18,18,46.96,4.50,1.50,1.00
friendly,18,18,26.04,4.50,1.72,1.00
goldfish,18,18,3.04,4.50,3.43,1.00
know,18,18,5721.18,4.50,2.12,1.00
noise,18,18,34.88,4.50,2.20,1.00
oatmeal,18,18,3.31,4.50,1.98,1.00
rattle,20,20,3.37,4.50,3.36,1.00
scissors,18,18,6.69,4.50,1.86,1.00
shoulder,18,18,26.20,4.50,1.42,1.00
sofa,18,18,5.86,4.50,2.01,1.00
trashcan,21,20,0.37,4.50,1.57,0.95
use,18,18,343.84,4.50,1.82,1.00
wolf,18,18,20.27,4.50,1.79,1.00
five,20,20,285.45,4.51,1.36,1.00
yours,20,20,204.73,4.51,2.12,1.00
frown,21,21,2.04,4.52,1.69,1.00
bib,19,19,0.49,4.53,4.25,1.00
bull,19,19,27.51,4.53,2.29,1.00
circus,19,19,17.06,4.53,1.93,1.00
die,19,19,261.14,4.53,1.78,1.00
let,19,19,2419.24,4.53,2.09,1.00
meanness,20,19,0.51,4.53,1.43,0.95
pin,19,19,16.37,4.53,1.39,1.00
ring,19,19,92.75,4.53,1.87,1.00
sparkly,19,19,0.67,4.53,1.39,1.00
stinky,19,19,3.57,4.53,2.04,1.00
stranger,19,19,27.00,4.53,1.93,1.00
supermarket,19,19,5.00,4.53,1.65,1.00
sweet,19,19,145.20,4.53,2.46,1.00
tickly,19,19,0.04,4.53,2.74,1.00
wag,19,19,0.51,4.53,1.90,1.00
loud,22,22,39.82,4.54,1.51,1.00
above,21,21,48.88,4.55,2.00,1.00
of,21,21,11577.24,4.55,2.36,1.00
cowboy,20,20,18.98,4.55,2.01,1.00
dirty,20,20,66.45,4.55,2.21,1.00
hotdog,20,20,0.39,4.55,2.11,1.00
point,20,20,236.53,4.55,1.61,1.00
road,20,20,111.94,4.55,2.44,1.00
teacher,22,22,55.73,4.55,1.14,1.00
kindergartener,18,18,0.02,4.56,1.15,1.00
pacifier,18,18,0.39,4.56,3.26,1.00
pretend,18,18,40.31,4.56,1.38,1.00
scissor,18,18,0.35,4.56,2.36,1.00
trouble,18,18,223.55,4.56,2.94,1.00
and,20,19,13387.84,4.57,1.94,0.95
cool,19,19,195.88,4.58,2.32,1.00
fist,19,19,7.35,4.58,1.64,1.00
high,19,19,195.00,4.58,2.24,1.00
kite,19,19,2.29,4.58,1.64,1.00
monster,19,19,38.86,4.58,1.77,1.00
must,19,19,699.24,4.58,2.36,1.00
party,19,19,233.14,4.58,2.41,1.00
seat,19,19,78.78,4.58,1.92,1.00
street,19,19,148.18,4.58,2.48,1.00
strong,19,19,86.86,4.58,1.87,1.00
sunshine,19,19,11.84,4.58,1.84,1.00
swimming,19,19,19.98,4.58,1.39,1.00
thing,19,19,1088.67,4.58,1.61,1.00
wood,19,19,27.00,4.58,2.04,1.00
much,22,22,973.25,4.58,1.24,1.00
third,22,22,74.53,4.58,1.93,1.00
yesterday,22,22,96.76,4.58,1.39,1.00
doctor,20,20,263.94,4.60,1.98,1.00
leaf,20,20,5.20,4.60,2.37,1.00
outdoor,20,20,1.82,4.60,2.66,1.00
silence,20,20,25.37,4.60,1.64,1.00
bandaid,21,21,#N/A,4.60,3.21,1.00
but,21,21,4417.47,4.60,2.45,1.00
many,21,21,359.43,4.60,2.03,1.00
ours,21,21,35.31,4.60,2.05,1.00
pa,22,17,23.88,4.60,2.82,0.77
argue,18,18,19.75,4.61,1.54,1.00
bouncy,18,18,1.78,4.61,3.48,1.00
catch,1928,1928,135.51,4.61,2.07,1.00
corn,18,18,14.22,4.61,2.64,1.00
danger,18,18,43.67,4.61,2.25,1.00
lake,18,18,36.00,4.61,1.72,1.00
pinecone,18,18,0.25,4.61,2.06,1.00
rug,18,18,10.41,4.61,1.61,1.00
tomato,18,18,5.90,4.61,1.50,1.00
treat,18,18,51.88,4.61,2.03,1.00
young,18,18,243.18,4.61,1.50,1.00
belt,21,21,24.35,4.62,2.09,1.00
mat,21,21,3.49,4.62,2.22,1.00
move,21,21,418.14,4.62,1.75,1.00
tired,21,21,112.65,4.62,2.58,1.00
biscuit,19,19,3.75,4.63,1.74,1.00
booger,19,19,1.22,4.63,1.67,1.00
chirp,19,19,0.59,4.63,1.71,1.00
dance,19,19,148.04,4.63,1.57,1.00
drum,19,19,8.47,4.63,2.19,1.00
freezer,19,19,5.16,4.63,1.71,1.00
knock,19,19,64.69,4.63,2.06,1.00
polite,19,19,13.94,4.63,1.89,1.00
sand,19,19,20.29,4.63,2.31,1.00
squeaky,19,19,1.98,4.63,1.89,1.00
telephone,19,19,32.37,4.63,1.80,1.00
wear,19,19,109.33,4.63,2.43,1.00
indoors,21,21,2.47,4.64,2.03,1.00
true,21,21,253.35,4.64,2.08,1.00
afternoon,20,20,91.49,4.65,1.93,1.00
mail,20,20,36.84,4.65,2.01,1.00
sailboat,20,20,1.61,4.65,2.11,1.00
smash,20,20,8.25,4.65,2.03,1.00
striped,20,20,1.71,4.65,2.03,1.00
warm,20,20,52.14,4.65,1.79,1.00
awake,18,18,26.71,4.67,1.33,1.00
burp,18,18,1.29,4.67,1.88,1.00
cone,18,18,2.92,4.67,2.57,1.00
feather,18,18,6.63,4.67,1.81,1.00
fridge,18,18,9.84,4.67,1.33,1.00
glue,18,18,5.88,4.67,1.08,1.00
hold,18,18,436.73,4.67,2.89,1.00
penny,18,18,24.29,4.67,1.61,1.00
person,21,21,212.88,4.67,1.88,1.00
piggy,18,18,4.41,4.67,2.95,1.00
pizza,18,18,33.51,4.67,2.59,1.00
ride,18,18,135.37,4.67,2.17,1.00
slap,18,18,12.47,4.67,2.30,1.00
spaceship,18,18,3.69,4.67,1.24,1.00
teach,18,18,72.84,4.67,1.64,1.00
ticklish,18,18,1.14,4.67,2.38,1.00
toast,21,21,33.47,4.67,3.34,1.00
fourth,22,22,26.45,4.68,1.29,1.00
adult,19,19,14.29,4.68,2.26,1.00
bin,19,19,5.37,4.68,2.67,1.00
born,19,19,83.69,4.68,1.97,1.00
granddaughter,19,19,6.47,4.68,1.95,1.00
knob,19,19,2.45,4.68,2.43,1.00
make,19,19,1387.75,4.68,1.77,1.00
naked,19,19,39.25,4.68,2.24,1.00
second,19,19,284.57,4.68,1.95,1.00
skip,19,19,21.10,4.68,1.95,1.00
middle,21,21,89.20,4.70,1.86,1.00
shopping,21,21,30.00,4.70,1.60,1.00
chipmunk,20,20,0.82,4.70,1.45,1.00
claw,20,20,4.37,4.70,2.20,1.00
cutie,20,20,2.88,4.70,2.23,1.00
doorknob,20,20,1.69,4.70,1.56,1.00
hairbrush,20,20,0.73,4.70,2.75,1.00
low,20,20,59.14,4.70,1.22,1.00
fall,21,21,118.51,4.71,2.63,1.00
oh,20,20,3289.82,4.72,1.85,1.00
burn,18,18,55.22,4.72,1.87,1.00
fishing,18,18,23.61,4.72,2.40,1.00
giant,18,18,27.06,4.72,1.45,1.00
mailman,18,18,2.88,4.72,1.60,1.00
mitten,18,18,0.45,4.72,1.74,1.00
new,18,18,723.78,4.72,2.14,1.00
ox,18,18,7.78,4.72,1.96,1.00
pan,18,18,12.29,4.72,1.53,1.00
peanuts,18,18,7.55,4.72,1.96,1.00
rule,18,18,48.14,4.72,1.49,1.00
seed,18,18,7.57,4.72,2.24,1.00
shout,18,18,16.45,4.72,1.49,1.00
shower,18,18,41.12,4.72,2.08,1.00
side,18,18,200.92,4.72,1.27,1.00
splinter,18,18,1.47,4.72,2.02,1.00
tonight,22,22,412.69,4.73,1.40,1.00
auntie,19,19,7.86,4.74,2.28,1.00
call,19,19,861.39,4.74,1.85,1.00
choose,19,19,48.06,4.74,1.79,1.00
coke,19,19,18.59,4.74,1.76,1.00
cross,19,19,55.04,4.74,1.76,1.00
dusty,19,19,5.55,4.74,1.41,1.00
farmer,19,19,11.84,4.74,1.28,1.00
lemon,19,19,12.02,4.74,1.73,1.00
letter,19,19,82.61,4.74,1.45,1.00
lift,19,19,34.14,4.74,1.91,1.00
meal,19,19,28.86,4.74,1.56,1.00
meet,19,19,352.27,4.74,1.73,1.00
ocean,19,19,30.29,4.74,2.38,1.00
pocket,19,19,35.71,4.74,1.97,1.00
sea,19,19,59.84,4.74,1.56,1.00
snowball,19,19,1.39,4.74,1.59,1.00
thanksgiving,19,19,18.61,4.74,1.63,1.00
tie,19,19,44.43,4.74,1.82,1.00
unsafe,19,19,1.51,4.74,1.73,1.00
window,19,19,86.00,4.74,2.47,1.00
outdoors,22,22,2.10,4.75,3.43,1.00
ceiling,20,20,8.35,4.75,1.68,1.00
hit,20,20,275.00,4.75,2.83,1.00
insect,20,20,3.16,4.75,1.83,1.00
round,20,20,66.53,4.75,2.05,1.00
think,20,20,2691.39,4.75,1.55,1.00
later,21,21,291.94,4.75,1.72,1.00
lightning,21,21,14.14,4.76,1.89,1.00
store,21,21,81.92,4.76,1.92,1.00
tissue,21,21,10.73,4.76,1.73,1.00
both,20,20,295.33,4.77,1.57,1.00
coming,22,22,527.02,4.77,1.41,1.00
inside,22,22,211.27,4.77,2.11,1.00
looks,22,22,311.49,4.77,1.41,1.00
today,20,20,433.80,4.77,1.85,1.00
writing,22,22,55.92,4.77,1.53,1.00
alligator,18,18,3.49,4.78,2.05,1.00
button,18,18,28.25,4.78,2.07,1.00
cheeseburger,18,18,3.20,4.78,1.70,1.00
elbow,18,18,6.14,4.78,1.70,1.00
forget,18,18,277.06,4.78,1.99,1.00
pumpkin,18,18,10.84,4.78,1.77,1.00
switch,18,18,28.12,4.78,2.24,1.00
witch,18,18,27.65,4.78,1.40,1.00
bike,19,19,25.88,4.79,1.65,1.00
block,19,19,40.53,4.79,3.08,1.00
empty,19,19,47.24,4.79,2.25,1.00
fear,19,19,69.08,4.79,1.93,1.00
grow,19,19,59.49,4.79,1.93,1.00
meanie,19,19,0.41,4.79,1.72,1.00
napkin,19,19,3.61,4.79,2.51,1.00
pudding,19,19,6.16,4.79,2.84,1.00
pull,19,19,146.45,4.79,1.93,1.00
roar,19,19,4.02,4.79,2.25,1.00
sandwich,19,19,21.92,4.79,1.93,1.00
slide,19,19,17.82,4.79,2.30,1.00
tabletop,19,19,0.10,4.79,1.81,1.00
weekend,19,19,61.14,4.79,1.44,1.00
wing,19,19,20.24,4.79,1.84,1.00
zebra,19,19,2.51,4.79,1.65,1.00
beach,20,20,56.63,4.80,1.54,1.00
brownie,20,20,3.53,4.80,2.02,1.00
elephant,20,20,11.37,4.80,1.74,1.00
helper,20,20,2.02,4.80,3.14,1.00
mask,20,20,19.80,4.80,2.46,1.00
unwrap,20,20,0.49,4.80,1.64,1.00
vanilla,20,20,3.98,4.80,2.07,1.00
sixteen,21,21,8.20,4.80,1.86,1.00
washingmachine,21,21,#N/A,4.80,1.97,1.00
seesaw,21,21,0.43,4.81,1.54,1.00
cannot,22,22,126.76,4.83,1.79,1.00
drawing,20,20,16.02,4.83,1.91,1.00
everyone,22,22,241.65,4.83,1.44,1.00
soon,21,20,257.65,4.83,1.88,0.95
baseball,18,18,25.25,4.83,1.72,1.00
bathwater,18,18,0.18,4.83,1.54,1.00
darkness,18,18,17.49,4.83,1.89,1.00
goofy,18,18,5.22,4.83,1.95,1.00
human,18,18,124.76,4.83,1.76,1.00
moon,18,18,49.96,4.83,2.31,1.00
present,18,18,89.45,4.83,2.01,1.00
snowy,18,18,1.06,4.83,1.47,1.00
softness,18,18,0.47,4.83,1.65,1.00
unicorn,18,18,2.47,4.83,1.86,1.00
voice,18,18,86.16,4.83,1.54,1.00
wipe,18,18,16.88,4.83,2.07,1.00
beard,19,19,12.61,4.84,1.80,1.00
begin,19,19,56.98,4.84,1.42,1.00
cash,19,19,72.43,4.84,2.61,1.00
football,19,19,37.53,4.84,1.64,1.00
hop,19,19,19.16,4.84,2.17,1.00
horn,19,19,21.08,4.84,1.01,1.00
juicy,19,19,4.29,4.84,1.61,1.00
ladybug,19,19,0.39,4.84,2.03,1.00
paste,19,19,1.71,4.84,1.61,1.00
potato,19,19,11.29,4.84,2.17,1.00
racer,19,19,2.63,4.84,1.50,1.00
share,19,19,69.51,4.84,1.86,1.00
size,19,19,46.14,4.84,2.48,1.00
untie,19,19,5.18,4.84,1.54,1.00
some,21,21,1727.24,4.85,2.44,1.00
bat,20,20,20.63,4.85,1.73,1.00
fluff,20,20,1.41,4.85,1.57,1.00
line,20,20,206.18,4.85,2.52,1.00
sure,20,20,1099.82,4.85,1.46,1.00
boots,21,21,19.16,4.86,2.71,1.00
dollhouse,21,21,0.43,4.86,1.90,1.00
everybody,22,22,344.22,4.88,1.79,1.00
far,22,22,220.76,4.88,1.57,1.00
they,22,22,4102.94,4.88,1.87,1.00
dream,1931,1930,133.29,4.88,1.95,1.00
ankle,18,18,8.02,4.89,1.53,1.00
blood,18,18,186.12,4.89,1.64,1.00
bunch,18,18,58.88,4.89,1.78,1.00
colorful,18,18,3.20,4.89,2.22,1.00
dish,18,18,11.45,4.89,2.42,1.00
freeze,19,19,32.16,4.89,1.76,1.00
garbage,19,19,26.10,4.89,1.56,1.00
gentle,18,18,16.55,4.89,1.84,1.00
ground,18,18,72.47,4.89,2.30,1.00
gum,18,18,13.39,4.89,1.13,1.00
hope,18,18,320.63,4.89,2.11,1.00
kind,18,18,590.69,4.89,1.23,1.00
liar,19,19,35.14,4.89,1.91,1.00
marker,19,19,5.24,4.89,2.21,1.00
medicine,18,18,34.20,4.89,2.14,1.00
milkshake,18,18,0.82,4.89,1.88,1.00
mirror,18,18,24.18,4.89,1.97,1.00
piece,19,19,124.49,4.89,1.70,1.00
poisonous,18,18,3.33,4.89,2.14,1.00
reach,19,19,56.92,4.89,2.79,1.00
rosebush,19,18,0.10,4.89,1.64,0.95
shut,18,18,263.82,4.89,2.17,1.00
sled,19,19,2.92,4.89,1.88,1.00
sour,19,19,5.82,4.89,2.18,1.00
tear,19,19,27.00,4.89,1.97,1.00
thunder,19,19,13.31,4.89,1.59,1.00
unhappy,19,19,16.53,4.89,2.28,1.00
wire,18,18,27.51,4.89,1.78,1.00
write,18,18,126.80,4.89,1.64,1.00
bush,20,20,14.12,4.90,2.10,1.00
cracker,20,20,5.76,4.90,2.55,1.00
eyeglasses,20,20,0.67,4.90,2.36,1.00
huge,21,21,48.37,4.90,3.14,1.00
naughty,21,21,10.25,4.90,3.85,1.00
river,20,20,55.47,4.90,1.62,1.00
triangle,21,21,4.27,4.90,3.03,1.00
behind,21,21,187.86,4.90,2.04,1.00
spiderweb,21,21,0.10,4.90,2.04,1.00
them,21,21,1778.82,4.90,2.16,1.00
very,21,21,1241.25,4.90,2.34,1.00
dinosaur,22,22,3.98,4.91,2.47,1.00
someone,22,22,446.12,4.92,1.53,1.00
woods,22,22,29.06,4.93,1.62,1.00
down,20,20,1490.27,4.93,1.96,1.00
four,20,20,255.78,4.93,2.48,1.00
this,20,20,7978.73,4.93,2.09,1.00
alone,18,18,308.53,4.94,1.73,1.00
coffee,18,18,144.53,4.94,1.73,1.00
cop,18,18,86.14,4.94,1.30,1.00
daylight,18,18,9.57,4.94,1.47,1.00
glittery,18,18,0.12,4.94,2.46,1.00
lunchtime,18,18,2.45,4.94,1.98,1.00
mouse,18,18,19.12,4.94,1.76,1.00
sleeve,18,18,5.61,4.94,2.13,1.00
spinach,18,18,2.55,4.94,1.63,1.00
storm,18,18,30.86,4.94,2.51,1.00
storybook,18,18,0.53,4.94,3.13,1.00
string,18,18,12.67,4.94,1.70,1.00
bible,19,19,18.33,4.95,1.87,1.00
bow,21,21,20.27,4.95,2.22,1.00
class,20,20,117.35,4.95,1.36,1.00
cousin,19,19,48.84,4.95,2.07,1.00
curtain,20,20,10.29,4.95,1.23,1.00
daughter,19,19,171.35,4.95,2.17,1.00
driver,19,19,47.37,4.95,1.72,1.00
duckling,19,19,0.76,4.95,2.61,1.00
eraser,19,19,1.00,4.95,1.22,1.00
fairytale,20,20,#N/A,4.95,1.93,1.00
firework,20,20,0.16,4.95,1.47,1.00
fold,19,19,8.63,4.95,1.87,1.00
frosting,19,19,1.41,4.95,1.87,1.00
library,19,19,22.94,4.95,2.04,1.00
mustard,19,19,6.45,4.95,1.84,1.00
place,19,19,602.67,4.95,1.96,1.00
plane,19,19,95.53,4.95,2.30,1.00
poke,19,19,5.84,4.95,2.37,1.00
real,20,20,442.80,4.95,1.43,1.00
rinse,19,19,2.35,4.95,2.01,1.00
tall,19,19,32.33,4.95,3.24,1.00
woman,20,20,434.63,4.95,2.19,1.00
beachball,21,21,#N/A,4.95,1.75,1.00
each,22,21,253.25,4.95,1.53,0.95
fireworks,21,21,5.63,4.95,1.40,1.00
only,21,21,1083.71,4.95,2.27,1.00
saying,21,21,291.65,4.95,1.43,1.00
yourself,21,21,434.33,4.95,1.72,1.00
once,22,22,344.88,4.97,2.32,1.00
bacon,18,18,11.86,5.00,1.91,1.00
bathe,18,18,2.51,5.00,2.11,1.00
bee,19,19,10.35,5.00,1.97,1.00
cheer,19,19,18.69,5.00,1.67,1.00
closet,19,19,27.08,5.00,1.80,1.00
devil,18,18,41.33,5.00,1.97,1.00
fix,18,18,86.78,5.00,1.88,1.00
giraffe,20,20,1.49,5.00,3.15,1.00
harm,18,18,31.78,5.00,1.41,1.00
honesty,20,20,7.22,5.00,1.49,1.00
lasagna,19,19,3.59,5.00,2.11,1.00
loss,20,20,29.12,5.00,2.38,1.00
necklace,19,19,9.75,5.00,2.16,1.00
open,18,18,320.41,5.00,2.00,1.00
peanut,18,18,12.35,5.00,2.09,1.00
piggyback,18,18,1.08,5.00,2.30,1.00
pour,18,18,15.12,5.00,1.88,1.00
pretzel,18,18,2.00,5.00,1.61,1.00
puppet,18,18,5.47,5.00,3.03,1.00
rectangle,20,20,0.22,5.00,1.34,1.00
roof,18,18,35.65,5.00,2.52,1.00
runner,18,18,4.96,5.00,1.57,1.00
sadness,19,19,4.78,5.00,1.45,1.00
self,19,19,14.16,5.00,1.89,1.00
shadow,18,18,21.18,5.00,1.71,1.00
special,20,20,148.57,5.00,1.84,1.00
spin,20,20,14.63,5.00,2.43,1.00
sponge,19,19,6.71,5.00,2.05,1.00
stuff,18,18,306.92,5.00,1.78,1.00
sunlight,19,19,4.63,5.00,2.19,1.00
sweatshirt,19,19,2.35,5.00,1.97,1.00
tag,20,20,13.88,5.00,1.81,1.00
wrestle,19,19,3.45,5.00,1.33,1.00
zipper,19,19,2.82,5.00,2.54,1.00
december,21,21,7.59,5.01,1.91,1.00
holidays,21,21,9.14,5.01,2.20,1.00
those,21,21,753.02,5.01,2.27,1.00
better,22,22,794.00,5.02,2.46,1.00
fox,22,22,21.61,5.02,1.78,1.00
we,20,20,9011.90,5.04,1.66,1.00
another,21,21,509.22,5.05,1.79,1.00
something,21,21,1500.16,5.05,2.15,1.00
beauty,19,19,48.24,5.05,1.39,1.00
chest,20,20,40.98,5.05,2.09,1.00
doorbell,19,19,8.33,5.05,2.86,1.00
everyday,19,19,10.88,5.05,1.72,1.00
fireman,19,19,2.92,5.05,1.22,1.00
fuzzy,21,21,5.82,5.05,1.66,1.00
gift,19,19,64.51,5.05,1.87,1.00
great,20,20,820.86,5.05,1.23,1.00
hole,19,19,58.22,5.05,2.17,1.00
indoor,19,19,1.33,5.05,1.51,1.00
itch,19,19,4.18,5.05,1.08,1.00
kindergartner,20,20,0.04,5.05,1.32,1.00
messy,19,19,6.86,5.05,2.46,1.00
motorcycle,19,19,8.92,5.05,1.54,1.00
police,19,19,236.16,5.05,1.96,1.00
raisin,19,19,1.63,5.05,2.17,1.00
salt,19,19,19.51,5.05,2.20,1.00
whisker,19,19,0.25,5.05,1.99,1.00
cage,18,18,20.27,5.06,1.30,1.00
cheek,18,18,7.16,5.06,2.10,1.00
cleanup,18,18,1.96,5.06,2.46,1.00
dollar,18,18,27.65,5.06,1.26,1.00
dust,18,18,23.84,5.06,1.39,1.00
fill,18,18,43.94,5.06,1.47,1.00
ghost,18,18,36.59,5.06,2.01,1.00
handclap,20,18,0.12,5.06,2.84,0.90
lemonade,18,18,5.51,5.06,2.55,1.00
neighbor,18,18,16.94,5.06,2.31,1.00
opposite,18,18,15.20,5.06,1.83,1.00
powder,18,18,16.04,5.06,2.31,1.00
singer,18,18,15.69,5.06,1.92,1.00
sleepyhead,18,18,0.53,5.06,1.98,1.00
spell,18,18,36.65,5.06,1.59,1.00
spicy,18,18,3.31,5.06,2.44,1.00
spit,18,18,19.35,5.06,2.04,1.00
wakeup,18,18,0.10,5.06,2.98,1.00
walrus,18,17,1.12,5.06,1.60,0.94
overnight,22,22,10.02,5.06,1.22,1.00
about,22,22,3631.49,5.07,1.75,1.00
away,22,22,730.90,5.07,3.33,1.00
never,22,22,1362.55,5.07,2.21,1.00
pat,22,22,18.29,5.07,2.12,1.00
careful,1925,1925,108.82,5.09,2.25,1.00
throat,1929,1929,36.02,5.09,2.19,1.00
her,20,20,2835.82,5.09,2.45,1.00
toiletpaper,20,20,#N/A,5.09,2.22,1.00
add,20,20,33.06,5.10,1.48,1.00
bride,20,20,24.22,5.10,1.55,1.00
cooking,20,20,25.63,5.10,2.17,1.00
daytime,20,20,3.78,5.10,2.43,1.00
mattress,21,21,6.61,5.10,1.51,1.00
snake,20,20,22.35,5.10,2.47,1.00
toenail,20,20,0.86,5.10,2.69,1.00
too,21,21,1371.57,5.10,2.00,1.00
alive,19,19,154.47,5.11,2.40,1.00
backseat,18,18,2.29,5.11,2.11,1.00
be,18,18,5746.76,5.11,3.23,1.00
boogieman,19,19,0.06,5.11,1.94,1.00
branch,18,18,10.08,5.11,2.11,1.00
bumpy,19,19,3.73,5.11,2.69,1.00
camel,18,18,5.02,5.11,1.88,1.00
campfire,19,19,1.25,5.11,1.52,1.00
cheat,18,18,17.67,5.11,1.75,1.00
crocodile,18,18,2.25,5.11,1.49,1.00
dandelion,19,18,0.29,5.11,2.00,0.95
feel,19,19,627.24,5.11,2.73,1.00
flip,18,18,14.27,5.11,1.32,1.00
follow,18,18,123.20,5.11,2.91,1.00
handprint,19,19,0.63,5.11,2.56,1.00
hell,19,19,470.82,5.11,1.88,1.00
inch,19,19,12.37,5.11,1.73,1.00
mix,18,18,16.35,5.11,1.71,1.00
money,19,19,640.76,5.11,1.85,1.00
mop,19,19,4.14,5.11,1.91,1.00
muffin,19,19,5.82,5.11,1.94,1.00
nest,19,19,11.10,5.11,1.94,1.00
part,19,19,261.51,5.11,1.15,1.00
pen,19,19,24.73,5.11,1.29,1.00
pictures,18,18,68.18,5.11,2.03,1.00
plastic,19,19,18.76,5.11,1.73,1.00
pup,19,19,3.22,5.11,3.78,1.00
puzzle,18,18,7.33,5.11,2.27,1.00
rat,18,18,32.61,5.11,2.25,1.00
safe,18,18,143.20,5.11,2.65,1.00
speed,18,18,41.25,5.11,1.53,1.00
sundae,19,19,1.59,5.11,2.13,1.00
swimmer,18,18,3.73,5.11,1.94,1.00
tease,19,19,5.69,5.11,1.41,1.00
town,19,19,247.92,5.11,2.66,1.00
unbutton,18,18,0.75,5.11,2.32,1.00
week,18,18,238.51,5.11,2.56,1.00
whiskers,18,18,2.14,5.11,1.91,1.00
anybody,22,22,226.92,5.11,1.93,1.00
prize,22,22,22.39,5.11,1.57,1.00
scoop,21,21,5.67,5.14,2.22,1.00
child,20,20,157.65,5.15,1.70,1.00
found,20,20,396.00,5.15,1.96,1.00
so,20,20,4244.16,5.15,1.85,1.00
address,20,20,52.27,5.15,1.57,1.00
attic,20,20,7.84,5.15,1.46,1.00
church,20,20,69.67,5.15,1.76,1.00
fat,20,20,79.43,5.15,1.84,1.00
goose,20,20,13.04,5.15,2.21,1.00
macaroni,20,20,3.25,5.15,2.28,1.00
mug,20,20,6.84,5.15,2.03,1.00
pillowcase,20,20,0.65,5.15,1.95,1.00
pool,20,20,46.98,5.15,2.30,1.00
married,21,21,238.49,5.16,1.57,1.00
carry,19,19,65.90,5.16,2.43,1.00
corncob,19,19,0.22,5.16,1.50,1.00
firefighter,19,19,1.02,5.16,2.22,1.00
fisherman,19,19,4.33,5.16,1.77,1.00
ink,19,19,7.49,5.16,1.54,1.00
itchy,19,19,2.27,5.16,2.71,1.00
page,19,19,37.49,5.16,1.80,1.00
photo,19,19,22.84,5.16,1.89,1.00
pond,19,19,6.33,5.16,1.98,1.00
scratchy,19,19,0.96,5.16,2.89,1.00
skinny,19,19,13.98,5.16,1.92,1.00
swimwear,19,19,0.18,5.16,1.80,1.00
tent,19,19,17.49,5.16,1.95,1.00
time,19,19,1958.63,5.16,1.86,1.00
touch,19,19,147.73,5.16,2.95,1.00
freckles,22,22,1.98,5.17,2.02,1.00
bark,18,18,5.49,5.17,1.76,1.00
burger,18,18,10.24,5.17,2.48,1.00
caterpillar,18,18,1.12,5.17,1.58,1.00
choice,18,18,97.55,5.17,1.79,1.00
cornflake,18,18,#N/A,5.17,1.95,1.00
dead,18,18,448.98,5.17,2.09,1.00
deer,18,18,8.71,5.17,3.26,1.00
dummy,18,18,9.80,5.17,1.86,1.00
fairy,18,18,16.69,5.17,1.79,1.00
flush,18,18,9.37,5.17,2.68,1.00
heart,18,18,244.18,5.17,2.23,1.00
love,18,18,1114.98,5.17,3.54,1.00
niceness,18,18,0.24,5.17,1.95,1.00
playhouse,18,18,0.65,5.17,2.36,1.00
radio,18,18,77.18,5.17,1.54,1.00
swallow,18,18,12.73,5.17,1.95,1.00
tug,18,18,2.75,5.17,2.20,1.00
unbuttoned,18,18,0.35,5.17,1.92,1.00
windowsill,18,18,0.65,5.17,1.82,1.00
front,20,19,181.55,5.19,2.06,0.95
tomorrow,20,19,335.96,5.19,1.71,0.95
holiday,21,21,21.29,5.19,2.11,1.00
van,21,20,51.78,5.20,2.76,0.95
broccoli,20,20,2.27,5.20,2.80,1.00
joke,20,20,73.02,5.20,1.88,1.00
berry,22,21,3.49,5.21,1.74,0.95
frost,22,22,4.80,5.21,1.58,1.00
himself,22,22,140.55,5.21,1.55,1.00
nothing,21,21,853.61,5.21,2.50,1.00
own,22,22,459.20,5.21,1.81,1.00
beaver,19,19,4.82,5.21,1.65,1.00
birth,19,19,27.55,5.21,2.25,1.00
corner,19,19,52.53,5.21,2.07,1.00
free,19,19,177.53,5.21,1.78,1.00
goat,19,19,10.53,5.21,2.07,1.00
gross,19,19,15.27,5.21,2.92,1.00
hamburger,19,19,7.78,5.21,1.93,1.00
jingle,19,19,5.06,5.21,1.78,1.00
nightlight,19,19,0.08,5.21,4.13,1.00
nut,19,19,15.63,5.21,1.69,1.00
playmate,19,19,1.24,5.21,1.93,1.00
ropes,19,19,5.94,5.21,1.65,1.00
sandal,19,19,0.22,5.21,2.12,1.00
schoolwork,19,19,0.96,5.21,0.85,1.00
storytelling,19,19,0.47,5.21,1.69,1.00
amazing,18,18,81.71,5.22,2.10,1.00
chain,18,18,21.22,5.22,2.13,1.00
cluck,19,18,1.43,5.22,2.13,0.95
cradle,18,18,2.84,5.22,2.13,1.00
crazy,18,18,272.27,5.22,1.66,1.00
dentist,18,18,11.20,5.22,2.51,1.00
