Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,word,word_clean,wn_pos,wn_lexname,wn_lex_clean,wn_level1,wn_level2,wn_level1_name,wn_level2_name
cranky,19,19,3.35,6.21,2.39,1,cranky,cranky,a,adj.all,all,NA,NA,NA,NA
error,19,19,9.27,6.21,1.51,1,error,error,n,noun.act,act,nonaccomplishment.n.01,act.n.02,nonaccomplishment,act
excited,19,19,48.61,6.21,1.69,1,excited,excited,v,verb.emotion,emotion,arouse.v.01,make.v.03,arouse,make
fog,19,19,9.45,6.21,2.2,1,fog,fog,n,noun.phenomenon,phenomenon,aerosol.n.01,cloud.n.01,aerosol,cloud
gal,19,19,14.22,6.21,3.34,1,gal,gal,n,noun.quantity,quantity,united_states_liquid_unit.n.01,liquid_unit.n.01,united_states_liquid_unit,liquid_unit
guest,19,19,39.94,6.21,3.17,1,guest,guest,n,noun.person,person,visitor.n.01,traveler.n.01,visitor,traveler
jog,19,19,2.41,6.21,2.68,1,jog,jog,n,noun.shape,shape,angular_shape.n.01,shape.n.02,angular_shape,shape
midnight,19,19,28.37,6.21,2.1,1,midnight,midnight,n,noun.time,time,hour.n.02,clock_time.n.01,hour,clock_time
munchkin,19,19,0.8,6.21,4.4,1,munchkin,munchkin,NA,NA,NA,NA,NA,NA,NA
owl,19,19,5.61,6.21,2.66,1,owl,owl,n,noun.animal,animal,bird_of_prey.n.01,bird.n.01,bird_of_prey,bird
pepperoni,19,19,2.57,6.21,2.68,1,pepperoni,pepperoni,n,noun.food,food,sausage.n.01,meat.n.01,sausage,meat
pigeon,19,19,5.9,6.21,2.92,1,pigeon,pigeon,n,noun.animal,animal,columbiform_bird.n.01,gallinaceous_bird.n.01,columbiform_bird,gallinaceous_bird
rainwater,19,19,0.22,6.21,2.18,1,rainwater,rainwater,n,noun.substance,substance,fresh_water.n.01,water.n.01,fresh_water,water
rough,19,19,37.39,6.21,2.3,1,rough,rough,n,noun.location,location,site.n.01,tract.n.01,site,tract
scrape,19,19,4.12,6.21,2.94,1,scrape,scrape,n,noun.event,event,noise.n.01,sound.n.04,noise,sound
shoestring,19,19,0.25,6.21,3.33,1,shoestring,shoestring,n,noun.artifact,artifact,lace.n.01,cord.n.01,lace,cord
show,19,19,488.35,6.21,1.81,1,show,show,n,noun.act,act,entertainment.n.01,diversion.n.01,entertainment,diversion
silver,19,19,31.75,6.21,2.55,1,silver,silver,n,noun.substance,substance,conductor.n.02,material.n.01,conductor,material
sting,19,19,7.02,6.21,3.26,1,sting,sting,n,noun.state,state,pain.n.01,symptom.n.01,pain,symptom
stool,19,19,3.51,6.21,3.36,1,stool,stool,n,noun.artifact,artifact,seat.n.03,furniture.n.01,seat,furniture
strength,19,19,36.92,6.21,2.53,1,strength,strength,n,noun.attribute,attribute,property.n.02,attribute.n.02,property,attribute
tornado,19,19,2.55,6.21,2.32,1,tornado,tornado,n,noun.phenomenon,phenomenon,cyclone.n.02,windstorm.n.01,cyclone,windstorm
alphabetical,19,19,0.86,6.26,1.63,1,alphabetical,alphabetical,a,adj.pert,pert,NA,NA,NA,NA
arrive,19,19,18.69,6.26,1.85,1,arrive,arrive,v,verb.motion,motion,NA,NA,NA,NA
awful,19,19,63.41,6.26,2.51,1,awful,awful,a,adj.all,all,NA,NA,NA,NA
calm,19,19,89.04,6.26,2.18,1,calm,calm,n,noun.attribute,attribute,disposition.n.01,nature.n.04,disposition,nature
charming,19,19,28.12,6.26,2.26,1,charming,charming,v,verb.emotion,emotion,attract.v.02,NA,attract,NA
countdown,19,19,3.53,6.26,2.42,1,countdown,countdown,n,noun.act,act,count.n.02,investigation.n.02,count,investigation
drain,19,19,8.63,6.26,2.96,1,drain,drain,n,noun.act,act,emptying.n.01,removal.n.01,emptying,removal
exciting,19,19,34.82,6.26,3.07,1,exciting,exciting,v,verb.emotion,emotion,arouse.v.01,make.v.03,arouse,make
girlfriend,19,19,76.1,6.26,2.96,1,girlfriend,girlfriend,n,noun.person,person,friend.n.01,person.n.01,friend,person
handlebar,19,19,0.2,6.26,2.31,1,handlebar,handlebar,n,noun.artifact,artifact,bar.n.03,implement.n.01,bar,implement
hook,19,19,38,6.26,1.85,1,hook,hook,n,noun.artifact,artifact,catch.n.07,fastener.n.02,catch,fastener
kindness,19,19,9.02,6.26,2.45,1,kindness,kindness,n,noun.attribute,attribute,good.n.02,morality.n.01,good,morality
learner,19,19,1.2,6.26,2.31,1,learner,learner,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
octopus,19,19,1.94,6.26,1.79,1,octopus,octopus,n,noun.food,food,seafood.n.01,food.n.02,seafood,food
order,19,19,156.57,6.26,2.23,1,order,order,n,noun.communication,communication,command.n.01,speech_act.n.01,command,speech_act
panty,19,19,1.04,6.26,2.77,1,panty,panty,n,noun.artifact,artifact,underpants.n.01,undergarment.n.01,underpants,undergarment
pilgrim,19,19,3.69,6.26,1.41,1,pilgrim,pilgrim,n,noun.person,person,wayfarer.n.02,traveler.n.01,wayfarer,traveler
rack,19,19,7.78,6.26,2.66,1,rack,rack,n,noun.artifact,artifact,framework.n.03,supporting_structure.n.01,framework,supporting_structure
respectful,19,19,1.9,6.26,2.62,1,respectful,respectful,a,adj.all,all,NA,NA,NA,NA
smock,19,19,0.49,6.26,2.31,1,smock,smock,n,noun.artifact,artifact,coverall.n.01,protective_garment.n.01,coverall,protective_garment
sparkler,19,19,0.06,6.26,1.91,1,sparkler,sparkler,n,noun.possession,possession,diamond.n.01,jewel.n.01,diamond,jewel
steam,19,19,13.45,6.26,2.45,1,steam,steam,n,noun.substance,substance,vapor.n.01,suspension.n.01,vapor,suspension
stretchy,19,19,0.37,6.26,1.91,1,stretchy,stretchy,a,adj.all,all,NA,NA,NA,NA
sweetheart,19,19,64.16,6.26,3.09,1,sweetheart,sweetheart,n,noun.person,person,lover.n.01,person.n.01,lover,person
tablecloth,19,19,0.94,6.26,2.49,1,tablecloth,tablecloth,n,noun.artifact,artifact,table_linen.n.01,linen.n.03,table_linen,linen
tattle,19,19,0.16,6.26,3.19,1,tattle,tattle,n,noun.communication,communication,disclosure.n.01,speech_act.n.01,disclosure,speech_act
test,19,19,84.08,6.26,1.45,1,test,test,n,noun.cognition,cognition,experiment.n.02,inquiry.n.01,experiment,inquiry
warmth,19,19,4.45,6.26,2.33,1,warmth,warmth,n,noun.cognition,cognition,temperature.n.02,somesthesia.n.01,temperature,somesthesia
wizard,19,19,10.63,6.26,2.4,1,wizard,wizard,n,noun.person,person,expert.n.01,person.n.01,expert,person
anyway,19,19,238.51,6.31,1.94,1,anyway,anyway,r,adv.all,all,NA,NA,NA,NA
bratty,19,19,0.12,6.32,2.67,1,bratty,bratty,a,adj.all,all,NA,NA,NA,NA
finish,19,19,98.92,6.32,2.45,1,finish,finish,n,noun.attribute,attribute,decorativeness.n.01,appearance.n.01,decorativeness,appearance
flamingo,19,19,1.18,6.32,2.71,1,flamingo,flamingo,n,noun.animal,animal,wading_bird.n.01,aquatic_bird.n.01,wading_bird,aquatic_bird
haystack,19,19,1.37,6.32,2.43,1,haystack,haystack,n,noun.group,group,stack.n.01,pile.n.01,stack,pile
jeep,19,19,10.27,6.32,3,1,jeep,jeep,n,noun.artifact,artifact,car.n.01,motor_vehicle.n.01,car,motor_vehicle
message,19,19,91.51,6.32,2.31,1,message,message,n,noun.communication,communication,communication.n.02,abstraction.n.06,communication,abstraction
milky,19,19,1.86,6.32,2.58,1,milky,milky,a,adj.all,all,NA,NA,NA,NA
peace,19,19,69.61,6.32,2.52,1,peace,peace,n,noun.state,state,order.n.03,state.n.02,order,state
pilot,19,19,26.67,6.32,2.21,1,pilot,pilot,n,noun.person,person,aviator.n.01,skilled_worker.n.01,aviator,skilled_worker
rich,19,19,80.39,6.32,2.14,1,rich,rich,n,noun.group,group,people.n.01,group.n.01,people,group
stage,19,19,45.57,6.32,2.06,1,stage,stage,n,noun.time,time,time_period.n.01,fundamental_quantity.n.01,time_period,fundamental_quantity
starving,19,19,16.96,6.32,2.08,1,starving,starving,n,noun.act,act,privation.n.02,social_control.n.01,privation,social_control
supper,19,19,19.37,6.32,3.3,1,supper,supper,n,noun.food,food,meal.n.01,nutriment.n.01,meal,nutriment
tale,19,19,12,6.32,2.52,1,tale,tale,n,noun.communication,communication,message.n.02,communication.n.02,message,communication
tangle,19,19,1.04,6.32,2.75,1,tangle,tangle,n,noun.object,object,natural_object.n.01,whole.n.02,natural_object,whole
title,19,19,18.57,6.32,3.18,1,title,title,n,noun.communication,communication,heading.n.01,line.n.05,heading,line
washer,19,19,2.04,6.32,3.07,1,washer,washer,n,noun.person,person,worker.n.01,person.n.01,worker,person
watcher,19,19,1,6.32,2.58,1,watcher,watcher,n,noun.person,person,perceiver.n.01,person.n.01,perceiver,person
wheelie,19,19,0.22,6.32,1.86,1,wheelie,wheelie,NA,NA,NA,NA,NA,NA,NA
board,19,19,64.16,6.37,1.8,1,board,board,n,noun.group,group,committee.n.01,administrative_unit.n.01,committee,administrative_unit
briefcase,19,19,8.59,6.37,1.67,1,briefcase,briefcase,n,noun.artifact,artifact,case.n.05,container.n.01,case,container
carpeting,19,19,0.57,6.37,2.59,1,carpeting,carpeting,n,noun.artifact,artifact,furnishing.n.02,instrumentality.n.03,furnishing,instrumentality
cassette,19,19,1.82,6.37,2.54,1,cassette,cassette,n,noun.artifact,artifact,container.n.01,instrumentality.n.03,container,instrumentality
dice,19,19,10.45,6.37,2.22,1,dice,dice,n,noun.artifact,artifact,cube.n.05,block.n.01,cube,block
dishwashing,19,19,0.33,6.37,3.06,1,dishwashing,dishwashing,n,noun.act,act,wash.n.02,work.n.01,wash,work
emotion,19,19,8.29,6.37,2.48,1,emotion,emotion,n,noun.feeling,feeling,feeling.n.01,state.n.02,feeling,state
fatty,19,19,5.1,6.37,1.42,1,fatty,fatty,n,noun.person,person,large_person.n.01,person.n.01,large_person,person
goodie,19,19,0.49,6.37,2.77,1,goodie,goodie,NA,NA,NA,NA,NA,NA,NA
grammar,19,19,2.39,6.37,1.34,1,grammar,grammar,n,noun.cognition,cognition,descriptive_linguistics.n.01,linguistics.n.01,descriptive_linguistics,linguistics
greeting,19,19,3.22,6.37,2.29,1,greeting,greeting,n,noun.communication,communication,acknowledgment.n.03,message.n.02,acknowledgment,message
kneecap,19,19,0.57,6.37,3.48,1,kneecap,kneecap,n,noun.body,body,sesamoid_bone.n.01,bone.n.01,sesamoid_bone,bone
milkman,19,19,0.94,6.37,1.89,1,milkman,milkman,n,noun.person,person,deliveryman.n.01,employee.n.01,deliveryman,employee
mouthful,19,19,1.69,6.37,2.69,1,mouthful,mouthful,n,noun.quantity,quantity,containerful.n.01,indefinite_quantity.n.01,containerful,indefinite_quantity
nephew,19,19,16.59,6.37,1.83,1,nephew,nephew,n,noun.person,person,kinsman.n.01,relative.n.01,kinsman,relative
notebook,19,19,4.61,6.37,2.01,1,notebook,notebook,n,noun.communication,communication,book.n.02,product.n.02,book,product
policewoman,19,19,0.45,6.37,3,1,policewoman,policewoman,n,noun.person,person,policeman.n.01,lawman.n.01,policeman,lawman
rider,19,19,7.71,6.37,2.03,1,rider,rider,n,noun.person,person,traveler.n.01,person.n.01,traveler,person
schooling,19,19,1.43,6.37,2.39,1,schooling,schooling,n,noun.act,act,teaching.n.01,education.n.04,teaching,education
shade,19,19,5.96,6.37,2.43,1,shade,shade,n,noun.state,state,semidarkness.n.01,dark.n.01,semidarkness,dark
sir,19,19,964.47,6.37,3.04,1,sir,sir,n,noun.person,person,man.n.01,adult.n.01,man,adult
tadpole,19,19,0.59,6.37,1.86,1,tadpole,tadpole,n,noun.animal,animal,larva.n.01,animal.n.01,larva,animal
trailer,19,19,11.35,6.37,2.61,1,trailer,trailer,n,noun.person,person,idler.n.01,nonworker.n.01,idler,nonworker
visitor,19,19,8.75,6.37,2.36,1,visitor,visitor,n,noun.person,person,traveler.n.01,person.n.01,traveler,person
act,19,19,109.12,6.42,2.22,1,act,act,n,noun.communication,communication,legal_document.n.01,document.n.01,legal_document,document
base,19,19,35.37,6.42,2.57,1,base,base,n,noun.artifact,artifact,military_installation.n.01,facility.n.01,military_installation,facility
buckle,19,19,5.04,6.42,3.49,1,buckle,buckle,n,noun.artifact,artifact,fastener.n.02,restraint.n.06,fastener,restraint
chapter,19,19,11.84,6.42,1.64,1,chapter,chapter,n,noun.communication,communication,section.n.01,music.n.01,section,music
churchyard,19,19,0.31,6.42,1.71,1,churchyard,churchyard,n,noun.location,location,yard.n.03,tract.n.01,yard,tract
copycat,19,19,0.86,6.42,2.61,1,copycat,copycat,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
cornfield,19,19,0.71,6.42,1.61,1,cornfield,cornfield,n,noun.location,location,grainfield.n.01,field.n.01,grainfield,field
gardening,19,19,2.41,6.42,2.5,1,gardening,gardening,n,noun.act,act,farming.n.01,cultivation.n.02,farming,cultivation
handful,19,19,5.71,6.42,2.59,1,handful,handful,n,noun.quantity,quantity,small_indefinite_quantity.n.01,indefinite_quantity.n.01,small_indefinite_quantity,indefinite_quantity
hateful,19,19,2,6.42,2.24,1,hateful,hateful,a,adj.all,all,NA,NA,NA,NA
history,19,19,83.92,6.42,1.77,1,history,history,n,noun.time,time,past.n.01,time.n.05,past,time
infant,19,19,4.22,6.42,4.38,1,infant,infant,n,noun.person,person,child.n.02,offspring.n.01,child,offspring
ostrich,20,19,0.94,6.42,2.06,0.95,ostrich,ostrich,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
paperclip,19,19,0.04,6.42,1.64,1,paperclip,paperclip,n,noun.artifact,artifact,clip.n.03,fastener.n.02,clip,fastener
pitch,19,19,15.53,6.42,3.01,1,pitch,pitch,n,noun.attribute,attribute,sound_property.n.01,property.n.02,sound_property,property
pitcher,19,19,3.24,6.42,2.22,1,pitcher,pitcher,n,noun.person,person,ballplayer.n.01,athlete.n.01,ballplayer,athlete
powerful,19,19,35.12,6.42,2.39,1,powerful,powerful,a,adj.all,all,NA,NA,NA,NA
saddle,19,19,7.82,6.42,2.29,1,saddle,saddle,n,noun.artifact,artifact,seat.n.04,support.n.10,seat,support
softball,19,19,2.25,6.42,2.73,1,softball,softball,n,noun.artifact,artifact,ball.n.01,game_equipment.n.01,ball,game_equipment
strange,19,19,86.43,6.42,1.77,1,strange,strange,a,adj.all,all,NA,NA,NA,NA
thickness,19,19,0.51,6.42,2.29,1,thickness,thickness,n,noun.attribute,attribute,dimension.n.01,magnitude.n.01,dimension,magnitude
thigh,19,19,3.75,6.42,1.61,1,thigh,thigh,n,noun.body,body,limb.n.01,extremity.n.01,limb,extremity
trade,19,19,35.2,6.42,3.47,1,trade,trade,n,noun.act,act,commerce.n.01,transaction.n.01,commerce,transaction
tyrannosaur,19,19,0.04,6.42,2.55,1,tyrannosaur,tyrannosaur,n,noun.animal,animal,theropod.n.01,saurischian.n.01,theropod,saurischian
unfrozen,19,19,0.18,6.42,2.46,1,unfrozen,unfrozen,v,verb.change,change,liquefy.v.03,change_integrity.v.01,liquefy,change_integrity
waist,19,19,5.14,6.42,2.99,1,waist,waist,n,noun.body,body,area.n.03,body_part.n.01,area,body_part
activity,19,19,12.88,6.47,2.84,1,activity,activity,n,noun.act,act,act.n.02,event.n.01,act,event
basics,19,19,2.24,6.47,1.65,1,basics,basics,n,noun.communication,communication,fact.n.02,information.n.01,fact,information
belong,19,19,44.37,6.47,1.9,1,belong,belong,v,verb.possession,possession,be.v.01,NA,be,NA
bit,19,19,235.04,6.47,2.55,1,bit,bit,n,noun.quantity,quantity,small_indefinite_quantity.n.01,indefinite_quantity.n.01,small_indefinite_quantity,indefinite_quantity
character,19,19,38.16,6.47,2.74,1,character,character,n,noun.person,person,imaginary_being.n.01,imagination.n.01,imaginary_being,imagination
diamond,19,19,20.65,6.47,2.5,1,diamond,diamond,n,noun.possession,possession,jewel.n.01,jewelry.n.01,jewel,jewelry
eel,19,19,1.43,6.47,2.2,1,eel,eel,n,noun.food,food,fish.n.02,food.n.02,fish,food
equal,19,19,13.37,6.47,1.58,1,equal,equal,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
fact,19,19,172.57,6.47,2.78,1,fact,fact,n,noun.cognition,cognition,information.n.02,cognition.n.01,information,cognition
flu,19,19,8.71,6.47,2.84,1,flu,flu,n,noun.state,state,respiratory_disease.n.01,disease.n.01,respiratory_disease,disease
greet,19,19,5.25,6.47,2.84,1,greet,greet,v,verb.communication,communication,address.v.09,come.v.01,address,come
hero,19,19,49.84,6.47,2.99,1,hero,hero,n,noun.person,person,leader.n.01,person.n.01,leader,person
imaginary,19,19,4.35,6.47,2.14,1,imaginary,imaginary,n,noun.quantity,quantity,number.n.02,definite_quantity.n.01,number,definite_quantity
include,19,19,11.14,6.47,2.8,1,include,include,v,verb.stative,stative,NA,NA,NA,NA
memorize,19,19,2.9,6.47,2.12,1,memorize,memorize,v,verb.cognition,cognition,study.v.05,learn.v.01,study,learn
million,19,19,120.49,6.47,1.78,1,million,million,n,noun.quantity,quantity,large_integer.n.01,integer.n.01,large_integer,integer
neighborhood,19,19,36.69,6.47,2.65,1,neighborhood,neighborhood,n,noun.location,location,section.n.03,area.n.01,section,area
redheaded,19,19,0.88,6.47,2.65,1,redheaded,redheaded,a,adj.all,all,NA,NA,NA,NA
relative,19,19,7.78,6.47,1.87,1,relative,relative,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
sail,19,19,13.75,6.47,2.7,1,sail,sail,n,noun.artifact,artifact,piece_of_cloth.n.01,fabric.n.01,piece_of_cloth,fabric
seatbelt,20,19,0.92,6.47,4.3,0.95,seatbelt,seatbelt,n,noun.artifact,artifact,safety_belt.n.01,restraint.n.06,safety_belt,restraint
shirtsleeve,20,19,0.02,6.47,1.71,0.95,shirtsleeve,shirtsleeve,n,noun.artifact,artifact,sleeve.n.01,cloth_covering.n.01,sleeve,cloth_covering
thin,19,19,20.18,6.47,2.76,1,thin,thin,v,verb.change,change,change_state.v.01,change.v.02,change_state,change
timber,19,19,2.49,6.47,3.31,1,timber,timber,n,noun.substance,substance,building_material.n.01,artifact.n.01,building_material,artifact
toothless,19,19,0.55,6.47,1.68,1,toothless,toothless,a,adj.all,all,NA,NA,NA,NA
wonderful,19,19,164,6.47,2.91,1,wonderful,wonderful,a,adj.all,all,NA,NA,NA,NA
active,19,19,11.45,6.53,1.74,1,active,active,n,noun.substance,substance,chemical_agent.n.01,agent.n.03,chemical_agent,agent
bearlike,19,19,0.02,6.53,2.34,1,bearlike,bearlike,NA,NA,NA,NA,NA,NA,NA
cattle,19,19,13.22,6.53,2.87,1,cattle,cattle,n,noun.animal,animal,bovine.n.01,bovid.n.01,bovine,bovid
choir,19,19,5.31,6.53,2.55,1,choir,choir,n,noun.group,group,chorus.n.02,musical_organization.n.01,chorus,musical_organization
enormous,19,19,10.31,6.53,2.87,1,enormous,enormous,a,adj.all,all,NA,NA,NA,NA
grill,19,19,4.45,6.53,2.57,1,grill,grill,n,noun.artifact,artifact,restaurant.n.01,building.n.01,restaurant,building
litterbug,19,19,0.06,6.53,2.27,1,litterbug,litterbug,n,noun.person,person,slob.n.01,vulgarian.n.01,slob,vulgarian
luck,19,19,153.73,6.53,2.04,1,luck,luck,n,noun.state,state,condition.n.03,state.n.02,condition,state
machine,19,19,70.25,6.53,2.25,1,machine,machine,n,noun.artifact,artifact,device.n.01,instrumentality.n.03,device,instrumentality
motorboat,19,19,0.57,6.53,2.27,1,motorboat,motorboat,n,noun.artifact,artifact,boat.n.01,vessel.n.02,boat,vessel
parade,19,19,12.88,6.53,2.76,1,parade,parade,n,noun.group,group,procession.n.02,group_action.n.01,procession,group_action
parakeet,19,19,1.08,6.53,3.17,1,parakeet,parakeet,n,noun.animal,animal,parrot.n.01,bird.n.01,parrot,bird
poodle,19,19,2.84,6.53,2.82,1,poodle,poodle,n,noun.animal,animal,dog.n.01,canine.n.02,dog,canine
shit,19,19,474.65,6.53,2.91,1,shit,shit,n,noun.substance,substance,fecal_matter.n.01,body_waste.n.01,fecal_matter,body_waste
slingshot,19,19,1.39,6.53,3.13,1,slingshot,slingshot,n,noun.artifact,artifact,plaything.n.01,artifact.n.01,plaything,artifact
soak,19,19,3.45,6.53,2.74,1,soak,soak,n,noun.process,process,natural_process.n.01,process.n.06,natural_process,process
squirt,19,19,2.75,6.53,2.67,1,squirt,squirt,n,noun.person,person,cipher.n.04,commoner.n.01,cipher,commoner
subtract,19,19,0.55,6.53,1.26,1,subtract,subtract,v,verb.cognition,cognition,calculate.v.01,reason.v.03,calculate,reason
sweatpants,19,19,0.18,6.53,2.29,1,sweatpants,sweatpants,n,noun.artifact,artifact,trouser.n.01,garment.n.01,trouser,garment
tambourine,19,19,0.88,6.53,3.03,1,tambourine,tambourine,n,noun.artifact,artifact,drum.n.01,percussion_instrument.n.01,drum,percussion_instrument
toothache,19,19,1.14,6.53,2.86,1,toothache,toothache,n,noun.state,state,ache.n.01,pain.n.01,ache,pain
untrue,19,19,1.45,6.53,2.93,1,untrue,untrue,a,adj.all,all,NA,NA,NA,NA
vowel,19,19,0.71,6.53,1.07,1,vowel,vowel,n,noun.communication,communication,phone.n.02,language_unit.n.01,phone,language_unit
weeknight,19,19,0.12,6.53,2.06,1,weeknight,weeknight,n,noun.time,time,night.n.01,time_period.n.01,night,time_period
weight,19,19,36.27,6.53,2.34,1,weight,weight,n,noun.attribute,attribute,physical_property.n.01,property.n.02,physical_property,property
wheat,19,19,5.75,6.53,2.46,1,wheat,wheat,n,noun.plant,plant,cereal.n.01,grass.n.01,cereal,grass
area,19,19,74.92,6.58,2.32,1,area,area,n,noun.location,location,region.n.03,location.n.01,region,location
attack,19,19,75.55,6.58,2.32,1,attack,attack,n,noun.act,act,operation.n.05,activity.n.01,operation,activity
baptism,19,19,1.2,6.58,3.67,1,baptism,baptism,n,noun.act,act,sacrament.n.01,religious_ceremony.n.01,sacrament,religious_ceremony
beef,19,19,19.71,6.58,2.43,1,beef,beef,n,noun.animal,animal,cattle.n.01,bovine.n.01,cattle,bovine
bellyache,19,19,0.29,6.58,4.95,1,bellyache,bellyache,n,noun.state,state,ache.n.01,pain.n.01,ache,pain
blastoff,19,19,0.63,6.58,3.27,1,blastoff,blastoff,n,noun.act,act,rocket_firing.n.01,launching.n.03,rocket_firing,launching
bright,19,19,44.41,6.58,2.87,1,bright,bright,a,adj.all,all,NA,NA,NA,NA
caramel,19,19,1.24,6.58,3.82,1,caramel,caramel,n,noun.food,food,candy.n.01,sweet.n.03,candy,sweet
chimney,19,19,4.18,6.58,2.12,1,chimney,chimney,n,noun.artifact,artifact,flue.n.03,conduit.n.01,flue,conduit
complete,19,19,51.69,6.58,2.63,1,complete,complete,v,verb.change,change,end.v.02,change.v.01,end,change
dam,19,19,5.75,6.58,1.54,1,dam,dam,n,noun.artifact,artifact,barrier.n.01,obstruction.n.01,barrier,obstruction
detective,19,19,61.12,6.58,1.8,1,detective,detective,n,noun.person,person,policeman.n.01,lawman.n.01,policeman,lawman
dork,20,19,4.18,6.58,3.31,0.95,dork,dork,n,noun.person,person,misfit.n.01,anomaly.n.02,misfit,anomaly
dump,19,19,28.82,6.58,2.5,1,dump,dump,n,noun.process,process,defecation.n.01,elimination.n.02,defecation,elimination
dunk,19,19,2.59,6.58,4.07,1,dunk,dunk,n,noun.act,act,basketball_shot.n.01,shot.n.15,basketball_shot,shot
final,19,19,49.67,6.58,3.13,1,final,final,n,noun.event,event,match.n.02,contest.n.01,match,contest
flood,19,19,5.71,6.58,2.39,1,flood,flood,n,noun.phenomenon,phenomenon,geological_phenomenon.n.01,natural_phenomenon.n.01,geological_phenomenon,natural_phenomenon
freckled,19,19,0.12,6.58,2.39,1,freckled,freckled,v,verb.change,change,spot.v.05,change.v.02,spot,change
melody,19,19,6.61,6.58,3.47,1,melody,melody,n,noun.communication,communication,music.n.01,auditory_communication.n.01,music,auditory_communication
mood,19,19,34.04,6.58,2.87,1,mood,mood,n,noun.feeling,feeling,feeling.n.01,state.n.02,feeling,state
movement,19,19,14.84,6.58,2.14,1,movement,movement,n,noun.act,act,change.n.03,action.n.01,change,action
paddle,19,19,3.75,6.58,2.43,1,paddle,paddle,n,noun.artifact,artifact,bat.n.05,club.n.03,bat,club
ravioli,19,19,0.69,6.58,2.43,1,ravioli,ravioli,n,noun.food,food,pasta.n.02,food.n.02,pasta,food
rippling,19,19,0.59,6.58,2.63,1,rippling,rippling,n,noun.event,event,wave.n.01,movement.n.03,wave,movement
serious,19,19,148.35,6.58,2.19,1,serious,serious,a,adj.all,all,NA,NA,NA,NA
shopper,19,19,0.65,6.58,2.22,1,shopper,shopper,n,noun.person,person,customer.n.01,consumer.n.01,customer,consumer
smoky,19,19,0.67,6.58,2.43,1,smoky,smoky,a,adj.all,all,NA,NA,NA,NA
sneaky,19,19,4.24,6.58,2.85,1,sneaky,sneaky,a,adj.all,all,NA,NA,NA,NA
solve,19,19,19.49,6.58,1.92,1,solve,solve,v,verb.cognition,cognition,understand.v.01,NA,understand,NA
study,19,19,49.04,6.58,2.06,1,study,study,n,noun.act,act,examination.n.01,investigation.n.02,examination,investigation
type,19,19,60.65,6.58,2.46,1,type,type,n,noun.cognition,cognition,kind.n.01,category.n.02,kind,category
vehicle,19,19,22.61,6.58,3.1,1,vehicle,vehicle,n,noun.artifact,artifact,conveyance.n.03,instrumentality.n.03,conveyance,instrumentality
vision,19,19,23.88,6.58,1.98,1,vision,vision,n,noun.cognition,cognition,imagination.n.02,representational_process.n.01,imagination,representational_process
jolly,19,19,7.49,6.59,2.03,1,jolly,jolly,n,noun.event,event,party.n.04,affair.n.03,party,affair
amount,19,19,24.75,6.63,2.48,1,amount,amount,n,noun.possession,possession,assets.n.01,possession.n.02,assets,possession
backscratcher,20,19,0.1,6.63,1.74,0.95,backscratcher,backscratcher,n,noun.person,person,opportunist.n.01,selfish_person.n.01,opportunist,selfish_person
beverage,19,19,2.33,6.63,2.01,1,beverage,beverage,n,noun.food,food,liquid.n.01,fluid.n.01,liquid,fluid
blimp,19,19,1.04,6.63,2.48,1,blimp,blimp,n,noun.person,person,reactionary.n.01,conservative.n.01,reactionary,conservative
calf,19,19,2.96,6.63,1.5,1,calf,calf,n,noun.animal,animal,young_mammal.n.01,young.n.01,young_mammal,young
canoe,19,19,3.57,6.63,1.54,1,canoe,canoe,n,noun.artifact,artifact,small_boat.n.01,boat.n.01,small_boat,boat
citrus,19,19,0.51,6.63,2.54,1,citrus,citrus,n,noun.food,food,edible_fruit.n.01,fruit.n.01,edible_fruit,fruit
dare,19,19,55.41,6.63,2.22,1,dare,dare,n,noun.communication,communication,challenge.n.02,speech_act.n.01,challenge,speech_act
deliver,19,19,28.35,6.63,2.54,1,deliver,deliver,v,verb.communication,communication,talk.v.02,communicate.v.02,talk,communicate
disobedient,19,19,0.22,6.63,2.48,1,disobedient,disobedient,a,adj.all,all,NA,NA,NA,NA
dough,19,19,15.88,6.63,2.91,1,dough,dough,n,noun.food,food,concoction.n.01,foodstuff.n.02,concoction,foodstuff
dove,19,19,5.57,6.63,2.22,1,dove,dove,n,noun.animal,animal,pigeon.n.01,columbiform_bird.n.01,pigeon,columbiform_bird
gymnasium,19,19,1.39,6.63,2.03,1,gymnasium,gymnasium,n,noun.group,group,school.n.01,educational_institution.n.01,school,educational_institution
inchworm,19,19,0.24,6.63,2.69,1,inchworm,inchworm,n,noun.animal,animal,caterpillar.n.01,larva.n.01,caterpillar,larva
necktie,19,19,1.2,6.63,1.77,1,necktie,necktie,n,noun.artifact,artifact,neckwear.n.01,garment.n.01,neckwear,garment
removal,19,19,2.06,6.63,1.98,1,removal,removal,n,noun.act,act,separation.n.09,change_of_integrity.n.01,separation,change_of_integrity
